Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mj],Msin(i) Error Lower [Mj],Msin(i) Error Upper [Mj],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Impact Parameter,Impact Parameter Error Lower,Impact Parameter Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Publication Year,Publication Month,No. Desired Parameters,Prime Source,Inferred Parameters,ExoClock Orbital Parameters,Uniform Stellar Parameters,Calculated Parameters,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,Assumed Parameters,ExoClock Priority,Transit Mid Time [days],ExoClock Ephemeris,Replaced Values,Transit,Transit Impact Parameter,Eclipse,Eclipse Impact Parameter,Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Eclipse Mid Time,Mass Flag,Planet Radius [Re],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Available Transits,Available Eclipses,Planet Semi-major Axis [m],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier,Dayside Emitting Temperature [K],Known,TIC,TFOPWG Disposition,Creation Date,Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],TOI Disposition,EXOFOP Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,EB,VS,NASA PC,Star T Mag
TOI-5458,1.031,,,5762.0,-128.1,128.1,1.00935,-0.05,0.05,4.44325,-0.08,0.08,,,,,,,,,,,,,,,187.103,-3.815,3.815,,,,,,,,,11.488,9.637,,10.0,9.59,,,,,,10.6275,,,9.501,9.51,9.505,,104.926875,30.54239,,,,,,,,,,TOI-5458.01,0.535284378,-0.035731081,0.035731081,0.054497706,,,,,,0.099456182,-0.058616535,0.142466812,,,,,,,22.0634495,-0.0001929,0.0001929,0.15553073,,,33.13430233,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459521.578,-0.001591,0.001591,0.297,-0.00046474,0.00046474,1.561,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,5619.6,,,5619.6,,,707.8143136,,,2459532.61,True,5.999992275,7.1,10.1,4.1,31.61,45.28,-18.63,56890.74856,,,41.7953513,,,16,18,23267065976.0,7,96,191,394.0,2685.0,5477.0,Transit,7,96,191,0,0,0,1,719.3272637766777,False,367434266.0,PC,20/04/2022 18:22,-0.400509,0.400509,-0.207,0.207,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:22:56+00,2022-04-20 13:04:07+00,found in faint-star QLP search,"[20, 44, 45]",0.0,0.0,0.0,True,10.6275
TOI-5459,1.25,,,6338.0,-178.4,178.4,1.9513,-0.1,0.1,3.95433,-0.09,0.09,,,,,,,,,,,,,,,921.369,-21.123,21.123,,,,,,,,,13.589,11.705,,12.02,11.639,,,,,,12.8255,,,11.428,11.465,11.021,,78.932278,34.092293,,,,,,,,,,TOI-5459.01,1.318293529,-0.114695531,0.114695531,0.06942622,,,,,,1.180668538,-0.672281003,1.566757375,,,,,,,2.8078585,-1.64e-05,1.64e-05,0.041971227,,,4.62520547,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459912.805,-0.003475,0.003475,0.482,-0.00230901,0.00230901,1.516,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,5457.6,,,5457.6,,,2083.875275,,,2459914.209,True,14.77672677,146.6,194.5,83.4,375.25,497.96,-213.67,4274905.638,,,3140.601722,,,127,129,6278806201.0,48,725,1442,6.0,46.0,91.0,Eclipse,6,46,91,1,0,1,1,2117.770541956131,False,1942969.0,PC,20/04/2022 18:22,-1.28562,1.28562,-0.463,0.463,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:22:56+00,2023-03-16 18:17:09+00,found in faint-star QLP search,"[19, 43, 44, 45, 59]",0.0,0.0,0.0,True,12.8255
TOI-5461,1.12,,,6034.11,-121.4,121.4,2.01369,-0.14,0.14,3.8793,-0.09,0.09,0.063,,,,,,,,,,,,,,620.87,-23.603,23.603,,,,,,,,,12.406,10.919,,11.208,10.821,,,,,,11.8517,,,10.801,10.827,10.613,,88.788121,18.335697,,,,,,,,,,TOI-5461.01,1.085741299,-0.086698427,0.086698427,0.055407581,,,,,,1.352333495,-0.842372785,2.230165666,,,,,,,7.4603194,-0.0006934,0.0006934,0.077626874,,,8.289396143,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459535.992,-0.002797,0.002797,0.307,-0.000522228,0.000522228,2.516,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,9057.6,,,9057.6,,,1481.961011,,,2459539.722,True,12.1700533,130.4,215.1,81.3,429.81,708.81,-267.73,1093328.01,,,803.2242396,,,49,49,11612815104.0,113,1628,3232,10.0,77.0,156.0,Eclipse,10,77,156,0,0,0,1,1506.065844867426,False,118963720.0,PC,20/04/2022 18:22,-0.971801,0.971801,-0.4,0.4,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:22:57+00,2022-04-20 13:03:36+00,found in faint-star QLP search,"[43, 44, 45]",0.0,0.0,0.0,True,11.8517
TOI-5462,1.227,,,6280.95,-131.8,131.8,1.21499,-0.07,0.07,4.35777,-0.09,0.09,0.194182,,,,,,,,,,,,,,285.501,-4.81,4.81,,,,,,,,,11.577,10.038,,10.289,9.975,,,,,,10.86,,,9.937,9.964,9.905,,91.098778,29.073274,,,,,,,,,,TOI-5462.01,0.453310655,-0.030166079,0.030166079,0.038340579,,,,,,0.079571239,-0.043482583,0.095995195,,,,,,,3.5533716,-0.0002736,0.0002736,0.048788629,,,8.634741111,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459547.44,-0.003125,0.003125,0.147,-0.00027715,0.00027715,1.856,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,6681.6,,,6681.6,,,1511.421786,,,2459549.217,True,5.081150401,9.2,11.2,5.1,25.29,30.51,-13.82,1182976.345,,,869.0852758,,,101,98,7298675038.0,7,95,190,29.0,228.0,477.0,Transit,7,95,190,0,0,0,1,1536.0058138325398,False,79971247.0,PC,20/04/2022 18:22,-0.338131,0.338131,-0.218,0.218,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:22:58+00,2022-04-20 12:54:35+00,found in faint-star QLP search,"[43, 44, 45]",0.0,0.0,0.0,True,10.86
TOI-5466,1.43,,,6709.0,-173.0,173.0,1.41356,-0.06,0.06,4.29277,-0.09,0.09,,,,,,,,,,,,,,,821.135,-17.0295,17.0295,,,,,,,,,13.227,11.999,,12.213,11.957,,,,,,12.7625,,,11.838,11.814,8.658,,92.319121,20.273745,,,,,,,,,,TOI-5466.01,1.658103405,-0.077481175,0.077481175,0.12054045,,,,,,1.004315515,-0.476703771,0.904481771,,,,,,,2.8066134,-9.4e-05,9.4e-05,0.043879851,,,6.675046686,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459548.181,-0.001449,0.001449,1.453,-0.000581923,0.000581923,2.483,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,8938.8,,,8938.8,,,1836.181639,,,2459549.584,True,18.58564911,114.0,102.7,54.1,319.2,287.47,-151.51,2577141.518,,,1893.322514,,,126,125,6564332306.0,3,44,88,1.0,10.0,19.0,Eclipse,1,10,19,1,0,1,2,1866.0480486236213,False,45368525.0,PC,20/04/2022 18:22,-0.868485,0.868485,-0.134,0.134,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:22:59+00,2022-04-20 13:07:14+00,found in faint-star QLP search,"[43, 44, 45]",0.0,0.0,0.0,True,12.7625
TOI-5467,1.25,,,6328.71,-108.0,108.0,1.62748,-0.09,0.09,4.11194,-0.09,0.09,0.0297836,,,,,,,,,,,,,,565.359,-11.4265,11.4265,,,,,,,,,12.401,11.011,,11.255,10.947,,,,,,11.8423,,,10.897,10.909,10.952,,94.393712,28.445251,,,,,,,,,,TOI-5467.01,1.00787745,-0.057678572,0.057678572,0.06363961,,,,,,1.052517626,-0.667530012,1.835738996,,,,,,,2.6570006,-0.0001021,0.0001021,0.040452789,,,5.344858544,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459545.353,-0.001502,0.001502,0.405,-0.000140049,0.000140049,2.125,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,7650.0,,,7650.0,,,1935.673435,,,2459546.682,True,11.29727892,133.1,232.1,84.4,334.52,583.45,-212.16,3182489.611,,,2338.04748,,,133,133,6051651071.0,38,563,1117,3.0,26.0,51.0,Eclipse,3,26,51,0,0,0,1,1967.1581193248117,False,83275782.0,PC,20/04/2022 18:23,-0.646518,0.646518,-0.109,0.109,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:23:00+00,2022-04-20 13:03:09+00,found in faint-star QLP search,"[43, 44, 45]",0.0,0.0,0.0,True,11.8423
TOI-5470,1.133,,,6067.0,-173.2,173.2,1.28922,-0.07,0.07,4.27164,-0.09,0.09,,,,,,,,,,,,,,,594.261,-18.6995,18.6995,,,,,,,,,13.122,11.524,,11.868,11.509,,,,,,12.5627,,,11.467,11.487,11.903,,91.162383,31.73644,,,,,,,,,,TOI-5470.01,0.780453573,-0.051887144,0.051887144,0.062209324,,,,,,0.312055178,-0.20092603,0.564801623,,,,,,,1.450491,-7.36e-05,7.36e-05,0.026145228,,,4.360826502,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459550.285,-0.002247,0.002247,0.387,-0.000675187,0.000675187,1.286,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,4629.6,,,4629.6,,,2054.35074,,,2459551.011,True,8.748089065,51.6,93.3,33.1,99.18,179.51,-63.86,4037439.301,,,2966.144728,,,245,246,3911270442.0,18,265,527,10.0,80.0,159.0,Eclipse,10,80,159,1,0,1,1,2087.765775874051,False,367267217.0,APC,20/04/2022 18:23,-0.581602,0.581602,-0.176,0.176,PC,APC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:23:01+00,2022-04-20 12:51:57+00,found in faint-star QLP search,"[43, 44, 45]",0.0,0.0,0.0,True,12.5627
TOI-5472,1.055,,,5845.0,-163.1,163.1,1.10214,-0.06,0.06,4.37685,-0.08,0.08,,,,,,,,,,,,,,,536.648,-8.268,8.268,,,,,,,,,13.422,11.818,,12.156,11.746,,,,,,12.8015,,,11.714,11.728,11.557,,87.540281,24.774708,,,,,,,,,,TOI-5472.01,1.180248325,-0.06212456,0.06212456,0.110045445,,,,,,1.278803252,-0.774411585,1.951430354,,,,,,,2.2703829,-6.66e-05,6.66e-05,0.034428546,,,6.717154348,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459547.064,-0.00117,0.00117,1.211,-0.00037774,0.00037774,1.947,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,7009.2,,,7009.2,,,1594.692141,,,2459548.199,True,13.22938073,190.8,291.2,115.6,406.44,620.22,-246.13,1465832.583,,,1076.88841,,,156,154,5150437194.0,18,267,532,2.0,16.0,32.0,Eclipse,2,16,32,1,0,1,2,1620.630602974325,False,76798849.0,PC,20/04/2022 18:23,-0.696353,0.696353,-0.082,0.082,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:23:02+00,2022-04-20 12:55:31+00,found in faint-star QLP search,"[43, 44, 45]",0.0,0.0,0.0,True,12.8015
TOI-5473,1.88,,,7872.0,-138.1,138.1,2.04174,-0.14,0.14,4.09222,-0.09,0.09,,,,,,,,,,,,,,,1033.36,-62.853,62.853,,,,,,,,,12.615,11.677,,11.77,11.577,,,,,,12.2605,,,11.521,11.545,11.696,,92.564877,24.614827,,,,,,,,,,TOI-5473.01,1.5606574,-0.106104206,0.106104206,0.078549348,,,,,,1.047200291,-0.524182221,1.0497803,,,,,,,7.5554044,-0.0004665,0.0004665,0.09301845,,,9.79652539,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459550.383,-0.00266,0.00266,0.617,-0.000457155,0.000457155,4.003,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,14410.8,,,14410.8,,,1778.418852,,,2459554.161,True,17.49337872,71.2,71.4,35.6,332.83,333.65,-166.6,2268227.193,,,1666.375549,,,47,48,13915362006.0,7,102,203,4.0,30.0,59.0,Eclipse,4,30,59,0,0,0,1,1807.345713954603,False,81808065.0,PC,20/04/2022 18:23,-1.18932,1.18932,-0.363,0.363,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:23:02+00,2022-04-20 13:52:26+00,found in faint-star QLP search,"[43, 44, 45]",0.0,0.0,0.0,True,12.2605
TOI-5474,1.06,,,5874.0,-167.5,167.5,2.45444,-0.14,0.14,3.68347,-0.09,0.09,,,,,,,,,,,,,,,689.255,-18.0575,18.0575,,,,,,,,,12.179,10.484,,10.803,10.385,,,,,,11.6861,,,10.322,10.353,10.356,,92.511344,32.943648,,,,,,,,,,TOI-5474.01,1.070816379,-0.070074079,0.070074079,0.044833024,,,,,,1.34755104,-0.841680588,2.252630618,,,,,,,8.4332312,-0.0013029,0.0013029,0.082706806,,,7.245898342,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459546.6,-0.007163,0.007163,0.201,-0.000245072,0.000245072,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,30492.0,,,30492.0,,,1543.024515,,,2459550.816,True,12.00276016,129.4,216.4,80.9,428.29,715.95,-267.51,1284909.455,,,943.9714437,,,42,42,12372762031.0,75,904,1787,5.0,35.0,71.0,Eclipse,5,35,71,0,0,0,1,1568.122571979733,False,97669493.0,PC,20/04/2022 18:23,-0.785459,0.785459,-1.007,1.007,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:23:03+00,2022-04-20 14:21:20+00,found in faint-star QLP search; possible odd-even,"[43, 44, 45]",0.0,0.0,0.0,True,11.6861
TOI-5477,0.97,,,5508.0,-122.0,122.0,0.821082,,,4.59607,,,,,,,,,,,,,,,,,336.879,-2.9645,2.9645,,,,,,,,,13.923,11.633,,12.196,11.55,,,,,,13.0406,,,11.492,11.57,11.169,,84.979951,14.303023,,,,,,,,,,TOI-5477.01,0.78204878,,,0.097877474,,,,,,0.315579092,-0.20315994,0.571912379,,,,,,,5.8936518,-1.94e-05,1.94e-05,0.063215886,,,16.55553064,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459544.877,-0.001693,0.001693,0.958,-0.00150927,0.00150927,2.217,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,7981.2,,,7981.2,,,957.2103394,,,2459547.824,True,8.765969703,36.2,65.7,23.4,100.3,181.77,-64.57,190261.2235,,,139.7772902,,,62,60,9456961921.0,7,103,205,25.0,192.0,395.0,Transit,7,103,205,1,0,1,1,972.7798396171823,False,127229631.0,PC,20/04/2022 18:23,,,-0.348,0.348,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 18:23:04+00,2022-04-20 13:52:55+00,found in faint-star QLP search; diffimage messy,"[6, 43, 44, 45]",0.0,0.0,0.0,True,13.0406
TOI-5478,1.0,,,5656.0,-124.9,124.9,1.74769,-0.1,0.1,3.95314,-0.08,0.08,,,,,,,,,,,,,,,591.13,-15.4905,15.4905,,,,,,,,,12.611,11.093,,11.426,11.019,,,,,,12.0515,,,10.965,10.997,10.858,,114.741958,29.428761,,,,,,,,,,TOI-5478.01,1.416800473,-0.07434949,0.07434949,0.083306662,,,,,,1.122555419,-0.610297871,1.329994397,,,,,,,8.3026667,-2.95e-05,2.95e-05,0.080272692,,,9.876585709,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459592.058,-0.001095,0.001095,0.694,-8.7e-05,8.7e-05,5.728,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,20620.8,,,20620.8,,,1272.597262,,,2459596.21,True,15.8808892,112.7,133.5,61.2,356.78,422.71,-193.97,594444.0394,,,436.7141948,,,42,45,12008623852.0,7,101,200,2.0,16.0,35.0,Eclipse,2,16,35,0,0,0,2,1293.2966908841831,False,95122849.0,APC,20/04/2022 19:54,-0.833382,0.833382,-0.145,0.145,PC,APC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 19:54:39+00,2022-05-17 15:16:43+00,found in faint-star QLP search,"[20, 44, 45, 46, 47]",0.0,0.0,0.0,True,12.0515
TOI-5483,1.07,,,5900.27,-108.8,108.8,1.58974,-0.08,0.08,4.0648,-0.08,0.08,0.123,,,,,,,,,,,,,,642.965,-20.581,20.581,,,,,,,,,12.753,11.375,,11.652,11.286,,,,,,12.2304,,,11.265,11.316,11.152,,142.586792,12.70639,,,,,,,,,,TOI-5483.01,1.549319992,-0.115623359,0.115623359,0.100149888,,,,,,1.052895188,-0.530506388,1.068626948,,,,,,,3.7702854,-0.0001804,0.0001804,0.04850439,,,6.560823449,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459574.246,-0.001233,0.001233,1.003,-0.00293797,0.00293797,2.343,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,8434.8,,,8434.8,,,1628.837324,,,2459576.131,True,17.36629794,131.4,133.4,66.2,334.64,339.64,-168.61,1595496.529,,,1172.14731,,,91,90,7256153414.0,5,77,152,1.0,11.0,21.0,Eclipse,1,11,21,1,0,1,2,1655.3311653799528,False,192982424.0,PC,20/04/2022 19:54,-1.29602,1.29602,-0.53,0.53,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 19:54:41+00,2022-04-20 15:36:45+00,found in faint-star QLP search,"[45, 46]",0.0,0.0,0.0,True,12.2304
TOI-5484,1.25,,,6338.17,-268.0,268.0,1.49499,-0.12,0.12,4.1857,-0.07,0.07,0.161188,,,,,,,,,,,,,,463.462,-30.205,30.205,,,,,,,,,11.594,10.616,,10.867,10.541,,,,,,11.394,,,10.52,10.564,10.574,,124.01708,8.823241,,,,,,,,,,TOI-5484.01,0.786129819,-0.063168545,0.063168545,0.054037024,,,,,,0.3231618,-0.207848004,0.584466323,,,,,,,1.1282471,-1.7e-06,1.7e-06,0.022849477,,,3.2865586,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459577.989,-0.0006,0.0006,0.292,-0.000153724,0.000153724,1.411,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,5079.6,,,5079.6,,,2472.169224,,,2459578.553,True,8.811713995,54.4,98.3,34.9,102.71,185.76,-66.06,8467446.212,,,6220.693135,,,319,320,3418233068.0,8,121,240,3.0,23.0,47.0,Eclipse,3,23,47,0,0,0,1,2512.3802692886115,False,443961200.0,APC,20/04/2022 19:54,-0.708055,0.708055,-0.228,0.228,PC,APC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 19:54:42+00,2022-04-20 15:09:08+00,found in faint-star QLP search,"[7, 34, 44, 45, 46]",0.0,0.0,0.0,True,11.394
TOI-5486,0.548138,,,3654.0,-157.0,157.0,0.553216,-0.02,0.02,4.69117,-0.01,0.01,,,,,,,,,,,,,,,89.6811,-0.26755,0.26755,,,,,,,,,14.297,10.342,,10.983,10.09,,,,,,12.2937,,,10.013,9.966,9.912,,190.549504,3.788601,,,,,,,,,,TOI-5486.01,0.356690505,-0.015892078,0.015892078,0.066257075,,,,,,0.057641166,-0.027373261,0.052197977,,,,,,,2.0247088,-7.2e-06,7.2e-06,0.025634249,,,9.963898015,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459691.063,-0.001458,0.001458,0.439,-0.000513444,0.000513444,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,4824.0,,,4824.0,,,818.5381175,,,2459692.075,True,3.998137,13.8,12.5,6.6,18.32,16.59,-8.7,101548.9798,,,74.60396274,,,159,159,3834829055.0,3,48,97,31.0,240.0,481.0,Transit,3,48,97,1,0,1,1,831.8520449196952,False,291109653.0,PC,20/04/2022 19:54,-0.178134,0.178134,-0.178,0.178,PC,PC,2.0,4.0,1.0,1.0,4.0,4.0,4.0,2022-04-20 19:54:43+00,2022-12-12 17:59:44+00,found in faint-star QLP search,"[23, 46, 50]",0.0,0.0,0.0,True,12.2937
TOI-5490,1.02,,,5706.51,-105.1,105.1,1.67084,-0.08,0.08,4.0008,-0.07,0.07,0.445,,,,,,,,,,,,,,707.292,-11.44,11.44,,,,,,,,,13.155,11.567,,11.84,11.465,,,,,,12.5501,,,11.375,11.438,11.751,,109.192769,18.121825,,,,,,,,,,TOI-5490.01,1.095537749,-0.053837188,0.053837188,0.067379522,,,,,,1.345789083,-0.836709352,2.188382113,,,,,,,2.5193047,-0.0001216,0.0001216,0.036489713,,,4.696117964,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459578.061,-0.002185,0.002185,0.454,-0.000161134,0.000161134,3.596,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,12945.6,,,12945.6,,,1862.02748,,,2459579.321,True,12.27986152,198.4,322.6,123.3,427.73,695.53,-265.93,2724581.199,,,2001.640534,,,140,140,5458783432.0,49,709,1409,3.0,22.0,44.0,Eclipse,3,22,44,1,0,1,1,1892.3142920852135,False,59575189.0,PC,20/04/2022 19:54,-0.60346,0.60346,-0.15,0.15,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 19:54:44+00,2022-04-20 15:53:36+00,found in faint-star QLP search,"[44, 45, 46]",0.0,0.0,0.0,True,12.5501
TOI-5493,1.168,,,6151.0,-126.674,126.674,1.03824,-0.05,0.05,4.47291,-0.0808565,0.0808565,,,,,,,,,,,,,,,225.454,-2.54,2.54,,,,,,,,,11.537,9.975,,10.204,9.925,,,,,,10.7421,,,9.862,9.901,9.95,,128.640176,9.035381,,,,,,,,,,TOI-5493.01,0.506173232,-0.023852035,0.023852035,0.0500999,,,,,,0.092219573,-0.052984565,0.124815779,,,,,,,24.4382779,-9.9e-05,9.9e-05,0.173569458,,,35.94834972,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2459577.743,-0.001949,0.001949,0.251,-9.89e-05,9.89e-05,5.424,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.3,0.8,,,,,,,,,,19526.4,,,19526.4,,,725.4228816,,,2459589.962,True,5.673685999,5.8,7.9,3.4,29.31,39.67,-16.84,62774.48316,,,46.11789513,,,13,13,25965621270.0,4,46,91,225.0,1423.0,2968.0,Transit,4,46,91,0,0,0,1,737.2222438475065,False,468979441.0,PC,20/04/2022 19:54,-0.267357,0.267357,-0.337,0.337,PC,PC,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2022-04-20 19:54:46+00,2022-04-20 14:47:57+00,potential multi; also found in faint-star QLP search,"[7, 34, 44, 45, 46]",0.0,0.0,0.0,True,10.7421
